"","start","end","deviceid","consensus_note","region","district","settlement","settlement_other","idp_settlement","idp_settlement_name","resp_gender","resp_age","guardian_present","breadwinner","household_expenditure","household_expenditure/father","household_expenditure/mother","household_expenditure/adult_male","household_expenditure/adult_female","household_expenditure/male_14_17","household_expenditure/female_14_17","household_expenditure/male_13","household_expenditure/female_13","hh_ids","hh_children","males_0_6m","females_0_6m","males_6m_4y","females_6m_4y","males_5_12","females_5_12","males_13_15","females_13_15","males_16_17","females_16_17","males_18_40","females_18_40","males_41_59","females_41_59","males_60_over","females_60_over","total_hh","children_vaccine_age","children_0_4","school_age_male","school_age_female","school_age_total","total_children","total_hh_confirm","person_with_disabilities","no_difficulty","minor_difficulties","some_difficulties","a_lot","cannot_carry","plw","chronic","yes_no_host","hosting_idp","yes_no_idp","yes_no_returnee","region_idp","district_idp","settlement_idp","settlement_idp_other","returnee_country","returnee_country_other","returnee_area","returnee_area_other","returnee_settlement","returnee_settlement_other","registered_return","refugee","country_origin","left_aoo","arrived_current","difference_arrived_today_days","difference_arrived_left_days","locations_lived","disp_why1","disp_why2","dest_loc_why1","dest_loc_why2","returnee_remain_here","when_continue","region_intended","district_intended","settlement_intended","settlement_intended_other","separated_members","separated_boys","separated_girls","separated_male_assets","separated_female_assets","separated_male_other","separated_female_other","separated_reasons","separated_reasons_other","primary_degree","secondary_degree","vocational_degree","tertiary_degree","enrolled_boys_5_12","enrolled_girls_5_12","enrolled_boys_13_17","enrolled_girls_13_17","boys_enrolled","girls_enrolled","enrolled_total","not_enrolled_total","attend_boys_5_12","attend_girls_5_12","attend_boys_13_17","attend_girls_13_17","boys_attend","girls_attend","attend_total","not_attend_total","attend_previous","time_school","access_school","school_barrier_first","school_barrier_second","school_barrier_third","school_barrier_other","cash_education","cash_education_other","uuid"
"463","2019-06-04T10:38:55+0300","2019-06-04T11:15:20+0300","deviceID00000010","yes","bakool","ceel_barde","k","MwegJdMoPbjrASJwazbYMapjIdyOFWiprhUsvlwBUvFlDwShKiRMVoQVEYQUZcOnepMjTAuGiztnaJDCLuPdAUBj t","no","HrqkAoHownrLkBSaAqolkc","male","age26_30","yes","female_13","adult_female male_14_17 female_14_17 male_13 female_13",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"no","no",20,20,17,20,18,20,20,21,17,20,20,19,21,23,18,18,312,116,77,55,61,116,193,"yes","no",20,22,22,19,19,"no","no","no","no","yes","no","awdal","rab_dhuure","i","HQxEcDLmyksFDTdVYJfRWfEpxIdoYMfD","other","btyHvqzoMMnqDCxvJHwyNVtdSjpJkyeiNvdXKaCzvW ZaAEsJBiDUXTW","nairobi","fsbomFISXDdzsEDfCfhS pSZsremmoOCkWzouNOxPxuhuoqbKQPtvbiPETAGliscVv R","kambioos","DAIFjDBF cvxIhfSklbilNbaLNxHKsMu ooiJJBKNfPGJpRHdOTYVNZeUSaZYSnCctDpQNEjNbVGJzykJhpVOpgCIipeQZQMmnR","no","no","pDVqGNQCEdghhWeu NXrqfUSehbLkMGiVZfDgRCHhRKQqzAqwlUEzEEZajQUSptxhHLdpk","2019-06-04T11:10:42+0300","2019-06-04T12:49:09+0300",NA,NA,18,"eviction","livestock_disease","work_income","cash","elsewhere_somalia","next_month","awdal","baki","k","SUvKNXfNvoUvAZaEVYrpuPyi","yes",19,21,22,22,22,15,"drought","",20,22,18,20,21,16,22,20,43,36,79,37,22,18,20,20,42,38,80,36,"some","16_30","no","registration","poor_infrastrcture","other","yMecYstPxNLhJuLwtsrJwjNk boRIqfnsvHJKQ","dont_want_support","YbEgFHcURV DWRkVtIvJodSWHVmQlBeeNDEup","185c94e2-13d0-4d4644-999f96-5d3e8602c1a4"
"464","2019-06-04T12:25:54+0300","2019-06-04T10:48:07+0300","deviceID00000007","yes","bakool","ceel_barde","e","abjOUpAzdpnwOpknPLYcZJQIFcSMsqym RFXy GzjFSnOBtyRDTMcjZoBTfUWprWWH vFYENjtlLNEDJspxtaVemSy","no","ptzjKlrJXLFoimkNJHsWEuRuSgXtgDZMNiNRdCwLtWZrpiQRtgVTxC","female","age66_70","no","father","father adult_male adult_female female_14_17 male_13",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,"yes","yes",21,20,19,21,22,20,22,22,19,19,24,20,16,22,20,18,325,126,81,63,61,124,205,"yes","yes",20,21,24,22,21,"yes","no","no","no","no","yes","bakool","baki","b","lAssASYtLWJxxCSyQXrDoaOCVjLmk","djibouti","YbAqkEOCAiegLOWywMexfGlbOfLuygCiaIriOBzpxkwpASClXlszZlRngitkzvAA","kakuma","jxIqVsnsFpBVmqXeVeEJoMqnvfjLFBILaeTSeOanrzqCimMtlQyDGtGaldkJyGMWtXbI","dagahaley","SeFrhHKzOSqQaRadGEEtnlXgkvnFWOizFOlNHsHSlLcXGFruryXhneopfbAcIpTsmjoQChDToOV","no","no","cYHzgw YJMnPhZFNwCdPQuybbnVcuelFgETgiykMPVpioboKmsuTAtAPe","2019-06-04T11:07:02+0300","2019-06-04T12:42:21+0300",NA,NA,19,"flooding","conflict_community","work_income","food_dist","yes","next_three_months","awdal","rab_dhuure","g","gHgNpdaHbsqo VtAoex ZhsEVDUv koZSByWoNiXAXkJHqTDljzyVzCfAqHLVztnkVXeceWsHlehNbm","yes",19,19,19,17,19,18,"conflict"," ubtLxaRJdRebZZaoUFueJkMeVVrjmkulJHaqXugqoNDtexhBTrKytIBCdUPmMgQXGR",19,20,20,16,19,21,18,16,37,37,74,50,22,21,21,19,43,40,83,41,"none","above180","yes","wash","chores","wash","FrqAfOzvZixwWfwFQgUtaPLKXCIuIUhm mFBatcEygRSCBHIAdhQuRMe XTSAyvsfTXImLV","dnk","UPm QKvzjQyJkmOcVwfIQe","b4532f86-0dfb-464d43-a1a2ac-e4859d726f03"
"465","2019-06-04T12:04:31+0300","2019-06-04T11:42:17+0300","deviceID00000010","no","awdal","borama","h","hNgFIdIIPlqzUNf","no","cpwUfkwObrUEejzPDfiqHdcpLzoYihxnJeJnYyBEts KTsoIqYUqnVquzuPTsBkqwxMq","female","age41_45","no","female_13","father mother adult_male adult_female male_13 female_13",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"no","no",21,22,21,21,24,18,18,21,17,18,23,19,19,20,20,21,323,123,85,59,57,116,201,"no","no",20,18,21,21,21,"no","no","yes","yes","yes","no","awdal","rab_dhuure","h","dcpwZVLnmuJieWXugiU AqJtSLRKoHoTdjdmcdGpJacgdSuxuRcIerQpttebaPidaCbFabtmsefhkkEQnDwMLfxIfHKJG","egypt","TrxAeJBwVCwQsIQunZsGZDtCqp","nairobi","MDxLzKcgQYeJFtlglHOjrvQEWKvzvmrIeFsyqremAu","dagahaley","MkHxhYVjUKBWcKKJifhi GEaQKLhrRmiJFZGlyMitvIyOrO pamaZ","no","yes","uqUQRBBPgIrOCyBoPst deWzVViJOGVOouhpnaHGQVPgDJktoNbvPhQhVvkzNYdBZnM","2019-06-04T10:55:14+0300","2019-06-04T12:45:41+0300",NA,NA,16,"livestock_disease","none","none","no_conflict","yes","next_week","awdal","ceel_barde","b","pRF","yes",20,21,19,20,21,22,"drought","nrUqtredebfKbLKKSCTYtpssJjICpPnvynAGpqnQzQCtDBDsFIOmYlESko",18,21,21,23,22,19,20,20,42,39,81,35,19,15,21,20,40,35,75,41,"some","31_60","yes","chores","not_safe","fees","qkowHyuJxdSlRaT aZoEdSXvqO","direct","wWBTDOJyKtDDzNHKjVvWAtRGhCJdQrRCNhJMdUgJzdNTOxIEgvcipJPKOBqLLCmNoxackrQPNCTNy xSdPFWvX","eb54297d-ea48-424e47-a6a5a7-157c8a4209f6"
"466","2019-06-04T11:51:21+0300","2019-06-04T10:52:51+0300","deviceID00000004","yes","awdal","ceel_barde","c","nAOgylSAhCHsmTTpVBqHxmx","no","xyDPhvTMjpcsgaCRqiZVKVBwvvU BnWjrME CfQuBpZHiQybaw","female","age51_55","yes","adult_female","female_14_17 male_13 female_13",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"no","no",18,20,19,17,17,18,18,18,19,21,18,17,20,18,21,20,299,107,74,54,57,111,185,"yes","yes",18,19,19,20,20,"yes","yes","no","no","yes","no","bakool","baki","d","NJnSMjNZAYtClFfOidIUbPyNAeZHdRYmYHxmwEJkRDxCfGdPSDhvWnlpAVZdClesMXk","kenya","FJsbViiwNHKadhmZKJqMxkdoezAiCKLHGIr cvnbHWolYGOCWbd GAjpaCiIUPfqIxbC uRgYKiAyPv clJOP","nairobi","BGkbqAdtkAoPCADbiLceXNDPsRiixPwrPqRisJNUNCxxfhFTjEqJRSYGdIQtTfQV","hilaweyn","pjlxQVbmrcm","no","no","N","2019-06-04T12:58:01+0300","2019-06-04T13:13:35+0300",NA,NA,18,"withdrawal_ags","lack_edu","protection","no_conflict","elsewhere_somalia","next_week","awdal","baki","g","NkrSXljpHERRopnoJwMjUWJsMRZdpPdphWCKWcGt","no",20,22,20,22,21,22,"flood","DAQNcVthhtahBQccDHBRFnLcWDvRuXXPtCaXrTipd",23,22,20,21,19,21,20,19,39,40,79,32,21,19,23,18,44,37,81,30,"none","91_120","no","not_safe","curriculum","registration","gklUxvIpDePoqtemaHsXgWYWwjnssHAFbWtpCkFIPakAFCkecxORVdnbQ","dont_want_support","wCAPrgFkwyMquMRJlOyKzkaPMFCFCfnntDBXtqVUQcFLikjLRKvMRdsssdCspHpmiswseGoLymGGQGClkGprZZcx","b9ca236f-86d1-4e4944-afaea4-29b1e58afd70"
"467","2019-06-04T11:09:29+0300","2019-06-04T12:24:01+0300","deviceID00000002","yes","awdal","borama","f","oPRYvml yHnQkJuAcfgTsUMTRbUKFmoKtTgcIkBZUdWAZwjthGRuzhbtKRu hByco","no","lGTctKQJxGZ bFUuqVUZThuhRscZcOzmEjihdXyQGCyMYm","female","age60_65","no","father","adult_male adult_female female_13",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"yes","no",22,15,20,19,22,22,19,22,18,22,17,23,20,21,21,20,323,124,76,59,66,125,201,"yes","yes",17,21,19,17,23,"no","yes","yes","no","yes","yes","bakool","rab_dhuure","a","RNeQUflQlykTnAIvVkgSrxjXOHMzWhQdbnQzCRrq","eritrea"," aSEoBSvJGGTjriSVQgzEWhXGWCeahintzxCjUxkZmkz uiGBxFuZzGDQpPIUvHLUqzhM dOKLy ORcMUvbLijPdFsYMdcMGi","kakuma","boPsHfOLRdkMwpyZZRxbPRBh eGwIYC","bokolmanyo","qLMudYCaVRbamOUvCT","yes","no","FVjZAVAnhajfXhEtMnEpCniO LwtdDtJXXqSidVMTQoKVrmNfsykHeUlpvarikqcqPmlSUeYWZMoXrpMRvAGMfGpfTYKC","2019-06-04T12:34:42+0300","2019-06-04T10:35:04+0300",NA,NA,21,"drought","conflict_surrounding","water","work_income","return_refugee","next_week","bakool","ceel_barde","e","MoFgylLhNPJL","no",20,20,17,20,20,18,"conflict","jucfDJzPpHUuvdUxrtkRokshSDmOaLoPQejDEYsyRnqbPKzOlTjsFYiAUHFDpYAPgWvrOTgqVUNjLgcvZp gTGrXfnaDP HA",25,20,16,20,17,18,22,20,39,38,77,48,20,21,21,21,41,42,83,42,"some","121_180","yes","curriculum","not_functioning","parents","kzg YcxmHhNiCgnKHtMHAW","cash","obFlgzVExWJQ","130bd685-ba2f-424943-838985-d5746fb2908c"
"468","2019-06-04T11:57:13+0300","2019-06-04T12:47:55+0300","deviceID00000001","yes","awdal","baki","k","JDPOjOYIBmvaIpuiqKrwvQgVLQCkWZdrBGuhnTyMsFEaemxZwQOEgyaYQCsCjKV ZkqsPEFlzajXKNqabOjLmOKNZxkhMHnukb","no","BnwewDVTtblKfLIGPiiMGpCnBjYughxNJOLzuXixJOGoKqwtTgAqDPRDyGiwSzzlgTXeyZhFgei","male","age91_95","no","adult_male","mother adult_female male_14_17 female_13",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"yes","no",21,19,22,20,21,16,20,21,21,22,23,22,17,18,17,16,316,120,82,62,59,121,203,"yes","no",22,24,23,20,21,"no","yes","yes","yes","no","no","bakool","borama","b","YXfkHQumdORzMfCkhateugjLiVtVEjShx  RrjrD","egypt","SkdEwQbNIcvnVuWRdtEVDwbKsgcPrroUSaQw STFKxKBTjheCqxmpPzc","jijiga","mZmeZNSDopknqewkuOAAShZwTyMEbjhIPWZnipbGMnRnIUhjMMnwApQHCSHycOhcfrgt","other","yElixVwMaiplWwIOggtrjYhZmqRqiQFZjEWwEesMsraLucktAdxNQyCOA qfQkRVfnoVqDtj","yes","no","aefnzSeCenlnWmuQycqrNvhixpmWzSVaudQUylthZqUcpsiQoYRIITmkicPy VtTUhPkpeFtNOora","2019-06-04T12:38:33+0300","2019-06-04T12:42:41+0300",NA,NA,21,"conflict_community","pressure_hc","family","water","yes","next_three_months","awdal","baki","b","WwXEebVTRZCztQyumGDJumPnNEDsqiCKdW zbMjGExeNphZNDVUyEhkvYYLZhxM geQbBhqTxGaybFSZd bWOqcyCI","no",21,18,21,20,20,21,"conflict","NuhvPXdQkwYyXZgBUVTpfGmyehDPfERJXgpowPvtqXTJkeLNZku",20,22,20,18,22,20,20,18,42,38,80,41,25,20,22,18,47,38,85,36,"none","under15","yes","no_interest","registration","not_functioning","IXfCtseYsulKRyJYAghdVcVpOCyqt","cash","cqXqcCeDXe STqybE it","0ba15342-1c83-49414a-888a8e-1f6c7e830945"
"469","2019-06-04T11:54:14+0300","2019-06-04T10:33:02+0300","deviceID00000008","yes","bakool","ceel_barde","g","OgktGdmvmTjpqREEMHeKOHAgJMHAdAeWnJYXycPnJssVqqERUDjOYfdGI","no","UTcViqEIukYvjCFtDrqHuTaUvIWGpeEGbpjwEzOZBg","female","age76_80","no","adult_female","adult_male female_13",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"no","no",19,23,20,21,19,17,18,17,18,22,21,22,21,21,19,18,316,112,83,55,56,111,194,"no","yes",25,19,20,19,19,"yes","yes","yes","no","yes","yes","bakool","rab_dhuure","e","sN","uganda","ZLedCHvndmmtDPxgsQpxFnMlQiPXLdKDkaQpmTJBYHILIPQUD YFnoNemYOQakCtkooUjgcMGUGNRIhoykPgmzXHC WqVv","dadaab","yXymRsioPGKWCmiwJpjreCPYZDqOJMMOERVUkfbQQJYXEMCZscqtrUPIEAjVPMGzuJQqvPjWXiagDScREtqSjuvXiHdpVnM","hagadera","RfWEdmlFtxWAjgFV","no","yes","JnenMYlYFaVYT FHOVOMeozFTjHeFxObflVyqdxkZoTADJypwhNhYdzq oBWLuvVMhuWBJVF","2019-06-04T10:58:30+0300","2019-06-04T12:08:43+0300",NA,NA,19,"pressure_hc","eviction","health_ser","family","elsewhere_city","next_three_months","awdal","ceel_barde","l","dFkOpPahteMyEGoERuJEIOqjknWwYYlhAqeZxwAZrZfOrKofaoiDdaHUnSEGtUzbagqwRtJgtEjcnGrHWUOP","no",22,18,20,20,22,23,"other","GEb rgNAfgTvV fGQEKVSvOHbppUTwrGJouvJXGJCdGmZTqHIlFRMYlN",21,20,17,14,19,23,19,20,38,43,81,30,16,20,20,17,36,37,73,38,"none","above180","yes","no_school","not_safe","overcrowded","OxVNMawCPEGpYbctXpVKeMSEojpWMHVDNtpytcEEUVK","other","eOaWDRh","246ac39d-9627-484e42-848581-087463fa1edc"
"470","2019-06-04T13:05:36+0300","2019-06-04T13:06:56+0300","deviceID00000001","yes","awdal","baki","k","WOHqseYvRjMrziXsAInjaQHInAcZdeloIhsPhTiBvFHTTcavtofZbBUVUdKYzYRHrRgjjg Tp DecritXUCoEABOxTYQl","yes","JjUbPgjpVdgwSK pZzBVflXzGIVjUuNtFUciYAacVJip","male","age26_30","no","father","mother adult_male female_14_17 male_13 female_13",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,"yes","yes",18,18,19,24,16,20,20,21,22,22,19,20,18,17,22,19,315,120,79,58,63,121,200,"no","no",19,21,17,20,21,"yes","no","yes","yes","no","no","bakool","rab_dhuure","k","JeNtpHKutEsKLMequCFWXRCDVToqxVRInhelNdODgBpxEluIabDjwrhCUfBjzDEBoG li","other","LilLddmDzrkD KNfvCGtHiYZxewPAvHUNJbVkXAPtXlznSxSMmcICXdWnUTxGmdOaBUnpUzlewrspbEzMWyLbxuB","addis_ababa","ognCkeLdfCBEfexfXzbjJBhRNQAhrXjITBMKzRgCOZaksxVtSyhcjeCaVGzfJ","bokolmanyo","ZRKlIIBwjznwYyNSobsRtsxcnNYcAJmEEpKJyjHSWJjFxnjc WiiWgV","yes","no","QAWWCZHHysbsxgiQptttnwyAXUQuRUwMEWByRdESVUOzaiUjIPhChhJOfOJK","2019-06-04T12:29:06+0300","2019-06-04T11:19:46+0300",NA,NA,22,"none","arrival_ags","dontknow","dontknow","yes","next_three_months","awdal","borama","d","ZgscpNrTZQpxtUMWZDdXWUzMzWORicugoXZcZjUEy ZKTDsLnPyOFAN VzgxEFfGulUxiNRHhPuAtyAXSpQWToa","no",17,22,24,21,19,20,"flood","mmmFfFLlVCFvOyQqbvXdvjthoEjJOKYogQSvyxjyUzXXcUZwCCiEVTp m gELMycbCXgLNvxcFWd DHzNOdOsAlxSgCdQGOT",16,18,18,22,17,21,19,24,36,45,81,40,22,19,18,18,40,37,77,44,"all","31_60","yes","parents","overcrowded","fees","makYBypzIefbniEMjjnunnMttiHdtYUjJyeJucMEptIUxlhAOja XKUKVoasWiPmybRCwJRRj","dont_want_support","jEQmctpCfeAWedIwlFIXUriCnbPVNYWFUeCCgrTJSAtronNOrjeYPDsybeuAVeHdFMbGisCpqtXeDQM","12e9fc83-7835-47414e-bfbcbd-b80a694ec75d"
"471","2019-06-04T12:01:39+0300","2019-06-04T11:58:29+0300","deviceID00000002","no","awdal","ceel_barde","a","ZNeJqAjYCRxD zkkmy B gWlLHzwrXRoBM gWM qjMfQVdReZJAdooBbHBw","no","JRhsejWXDAMVygOzblWtssii","female","age15_17","no","father","adult_male male_14_17 male_13",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"no","no",23,20,19,19,21,21,23,19,19,22,21,23,23,20,18,21,332,122,81,63,62,125,206,"no","yes",19,17,20,19,20,"yes","yes","no","no","no","no","bakool","ceel_barde","g","uanZcBQQRlETGX SxqtTbiifuGvUTdkqdRIVEVznyMt","other","YxwCcMISacegdNqJDgUDUwPSiSUewUonTkClPfTr","nairobi","cVuPFboxrpMjHZKSCOlWhgwsoFGuJXDQgiuDIuYxPDniUyurAbfPfgjBfIfpbzSnODKvwzGaTgZTlpvWqsnc","kobe","DpuRhmOtmH WBRumXhvwbRRaxqLOCOpPxMfZJEWjbhYyNOrxwVBYuyuKxPTuHOUmNMAVWWEA","yes","no","QwEOTxzzBojYlmEiRURvZJvSNBGSriuyRbgNlcjmfGvZLmgaMXeA VaAohvFxlECecAxNhPAEMWEdXWI","2019-06-04T10:56:18+0300","2019-06-04T10:38:07+0300",NA,NA,16,"conflict_fear","pressure_authorities","work_income","cash","elsewhere_country","more_six_months","awdal","borama","c","eyDmlqhidpXSxofsyYVkh uTyYTBtiYyQbsqfTRxurzbfosZRdNrTs","no",21,15,20,17,22,19,"conflict","YVmThgEJv",18,21,21,19,21,19,24,22,45,41,86,39,17,21,23,19,40,40,80,45,"all","above180","no","parents","overcrowded","parents","UnHwBUzqeFxbDwauzIKyqjvRFEDELUvVtdpOfgGCOoLCSSzzjRwpjxAMrkmzOfjGlZRvWRIZcDO","cash","uQyEMcKupasBMsZpdEECbTOdSJftveWwdlqHHySWkFBEKyKNWjZRieBbJngcgwnqnrPVRjwCETwXIsZihCRpmhhW","23fe0dc1-097e-494c4e-99949d-e4bc36598df7"
"472","2019-06-04T12:25:16+0300","2019-06-04T12:05:20+0300","deviceID00000007","yes","awdal","borama","e","CIajFSkTBSeHiRKLxQVMQblIoeaqiFtcozVMRArOSesXwINhKrqGnn LfFiHBztexwiYXYPTxNxLtX CgeirKlJjxLrjHgWlUGuF","yes","KFGknHAjpzHircYAJYHyEwPJfGJNpgmdmjzcEqGKIjJbAqdsKRChSJNZBVpSCQQfuwMLAMiEAvzCpCDvGfjsQixaHNJgeLogB","male","age31_35","no","female_13","father mother adult_male adult_female female_13",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"no","no",22,20,22,19,17,21,18,22,19,17,21,22,18,20,25,21,324,119,83,54,60,114,197,"no","no",19,23,20,19,19,"yes","no","no","yes","yes","yes","bakool","ceel_barde","k","KpF yoFtugCidguIlgp","djibouti","yqhGTiUGK","dollo_ado","U XoFyH uVDfdYnbkYCuQYuRNNSKtkUrdqFLLVyGGZEgFZJGcs","kebribeyah","dJbaGkjZzPzQcYwLGrHAxOzXpthbXpUYPbkoXNMhyYsKBEMmlUOMUpPoMeCSHWtgCTeACQ","no","no","BWFLKftrBJtVXtRUbZmBgY vAclsgMbPOKyQsLclpHkFKEsDr KxaKrMVdKACAWdbpOmYtlPQKymDLDjkIpcSDQyJcfOGO","2019-06-04T11:03:23+0300","2019-06-04T13:02:49+0300",NA,NA,17,"lack_edu","lack_job","cash","family","dontknow","next_three_months","bakool","ceel_barde","d","VaaNkEJ vCZZjTqCJx SmhrffRSzFdLQOHVKhnQpKujNK ngOsUgnqCkAfXCB","no",19,19,15,19,20,19,"other","NxxepONtk bxYCJHnU",19,21,21,20,22,20,17,19,39,39,78,36,16,21,21,18,37,39,76,38,"some","31_60","yes","no_interest","overcrowded","cannot_go","ujxPMIOSbJXcAtCXzhwGXZb jFQECmfirNBAhJv gfsQPnAShXVsSwyEHUEcbbXMjQJPJQuWdI","cash","MnGfBrYdSKmftxCGgJzhDssQeByCATh cuvQdXZmZtRSosLvomISdPjOAEgcnqClAWmkecE","c4072f96-49f3-4e4244-b5b6ba-41e9f8a3dbc6"
"473","2019-06-04T12:42:57+0300","2019-06-04T12:23:34+0300","deviceID00000008","yes","bakool","borama","a","g hzZXz kmQWVjvZUugxI","no","AaIbP Z eDLcAkUONKGDNkZiSvdPMuDsaceQYpzU","male","age15_17","yes","adult_female","father mother adult_female female_14_17 male_13",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"no","no",22,23,21,21,17,19,21,19,19,18,24,21,15,22,21,20,323,118,87,57,56,113,200,"no","no",21,22,21,20,20,"no","yes","no","no","no","yes","awdal","borama","i","Qo","kenya","qSSsHToadooXdlOyUcBDiCYgKiYYNbeMgOnxsRmQ pdCySzUyF","other"," kxeOUKafnrSErOBsTT nPtGlONzaZRpgmMZMEgpZyXbChVCbqpxTfTjauzmDeloBbgLNgRzHVweEBx","hagadera","GkbpHmSELHREvCOOHQYAbXnjSDdJeowpLXXwWMw OXONMpaTrKaJwKAZHIUyEJZIsbo","no","no","WBu KeJzJCyKGKcCOx","2019-06-04T10:32:38+0300","2019-06-04T12:46:43+0300",NA,NA,17,"lack_edu","eviction","educ_ser","no_conflict","return_refugee","next_six_months","awdal","rab_dhuure","j","toNMwJkEowKxJHkFEbLeCqNFLxueMKMGpK Lu nPhFVGIQKtVwFNbaMjvyYvXdJMMOspAOyJmYTJsaGwAgAL","yes",17,18,19,20,20,25,"conflict","mgqoVscioSyNAFsYsfXuYWRAXagGmNHyeVDVByFtOPhTdvoDMquAosQfTrkcSwFiYtpzyIDsdcX",23,19,20,20,19,17,22,19,41,36,77,36,17,19,21,17,38,36,74,39,"some","60_90","no","chores","not_safe","not_safe","CZGupPlIApggBYWpr znj eOGkGlSjPnk uNRfEaTANIGYBRKszRRidGtJKyItK","cash","WboMKMvSBhhrGwqH","1bf49830-4a27-4f4349-a8a3ac-ef85079a6d42"
"474","2019-06-04T11:04:02+0300","2019-06-04T11:33:50+0300","deviceID00000007","yes","awdal","rab_dhuure","d","LSHzLREANizmYBLXnkFnWYfekrfuSFvmjBdlJCsUmmilhLEGLojRlXflAokatNCLpjqhNomYisGibEZoUnYFwo","no","uzIPNHz","female","age51_55","no","female_14_17","father adult_female male_14_17",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"yes","yes",22,17,18,23,18,21,20,25,23,20,19,19,20,18,21,19,323,125,80,61,66,127,207,"no","yes",20,21,23,18,19,"yes","no","no","yes","no","no","bakool","rab_dhuure","e","eJqcMunAxFkanJMivEWjytMQZqajmHxEjF XVKF","other","bzBmYSILyI lQvtinlCaOZyYfwyDAxUrHYBqnePPyIxqhHaLXMWaQgcVTUfZm","nairobi","kqyWJBGGhmy zkGjMelnfzHUVElZazDSh","other","mehcTeCsBUsBCEhyYdfEOqRGYH IELvqMPaPWFLAvGV","yes","no","bpquTWMOMO","2019-06-04T12:46:57+0300","2019-06-04T12:26:32+0300",NA,NA,23,"dontknow","withdrawal_ags","water","no_conflict","return_refugee","next_three_months","bakool","borama","e","RbdBDBnSvzImHW isVGSpsRhtHRxNwXvzdSCpughIbksxxaZSprIE BvAykEZdzoqVfDIIPtMVHZxZMWzNQwZiJpvHZK","yes",21,19,19,20,21,13,"drought","sZfqINIIADZQsOhnFmaxSiUQPQBcpTSqeQXCBfVlPMhGb KcLAfAezMybaLOLTmFRBZ wiooWOdlEBgRQAmIDgYpooYNY",18,20,22,21,17,22,21,18,38,40,78,49,17,19,19,21,36,40,76,51,"some","16_30","no","cannot_go","fees","overcrowded","ZDgQVwfXBAoINFEuyRkzJAB","dnk","vBZlcbCrbPlaUrHhkkYnOewgDFnAkeaKeqeOKU","e27c6109-563a-434d4f-878983-b49318f527ad"
"475","2019-06-04T11:33:10+0300","2019-06-04T11:34:08+0300","deviceID00000005","yes","awdal","rab_dhuure","c"," qnzXaKYhmniVKLIBFkYBLxlmCuNRTBNhVypqhSOAJg sheOmFezhUHquSGSiLUOltWydcjOnCRnZV","no","VJOllReJctevswp FggrZkUU","female","age31_35","no","adult_male","mother adult_female male_13 female_13",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,"no","yes",22,23,19,20,19,22,22,16,21,18,19,20,19,20,23,19,322,118,84,62,56,118,202,"no","yes",17,18,21,20,19,"no","yes","no","yes","no","yes","awdal","baki","j","lQyEdpWKCPtAaUuHdDWTcqQzkqjoMaczrHjZTsQSNmXGzGQRMvXjAyahkyR VKudOskqhp","djibouti","RlDDoDsrDNwo kQkF GdrgqYsWbWPLNGdffcVGBpPhZ","addis_ababa","nnrJSUCxVPmyB","hilaweyn","eOqCDdEBPlWlrEzOzvnyBSajMeCdbpUAYtgpe GGZ","yes","yes","zmXTQ tysurigXnSxRFSTIfuviHDQKfPzOJfDRLsPxG VRRkSgZxsNgDPHUvTlZngtDtnZmbGbI ZhTqYwSNLHfSPfnKmdayHGY","2019-06-04T11:06:15+0300","2019-06-04T10:49:14+0300",NA,NA,18,"conflict_fear","none","shelter","educ_ser","elsewhere_city","next_month","bakool","rab_dhuure","l","eGvRwpbAvpxIJWkfDlpLzjvideEViZgAbzjJLQYyklBFaDywKaw gAdqyQmQZkOftiM","no",21,23,21,20,23,24,"flood"," ztPrEurzGVytLSrQNguYhyMMObSckDQhPZoneTenxA Z zNAAHniTTOUzVBVaHcdiv",21,19,20,18,22,19,19,21,41,40,81,37,19,18,19,17,38,35,73,45,"all","31_60","yes","poor_infrastrcture","overcrowded","no_interest","jmNhBGhwCLzopzUelAsK loVeP","other","PCaBpFVWqkrlmLXrTjxWppbipMYnvqZdullOIBDnCRuluBfySEQnfFAwnTXWjIlm cTymSyTmmciP","a1620bef-2198-42404d-afaca6-a5fc127e08d3"
