,id_sampl,Survey,strata_id,OBJECTID_12,OBJECTID,ID,Dataset,Settlement,PopGroup,Latitude,Longitude,TotalPop,TotalHH,ADM3_EN,ADM3_PCODE,INEC_code,eHealth_co,ADM3_REF,ADM3ALT1EN,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,psu_id,pop_numbers,SumDist,proba,survey_buffer
600,id_4352,5,Fune,4352,4656,17103,VTS_Dataset_Extract_25052019,Sabon Layi,Non-Displaced,11.88329638,11.28417181,3842,452,Kollere Kafaje,NG036005009,NGA036005509,70508,Kollere Kafaje,Kollere/Kafaje,Fune,NG036005,Yobe,NG036,Nigeria,NG,Sabon Layi,452,33672,0.013423616,5
601,id_4409,5,Fune,4409,4659,17106,VTS_Dataset_Extract_25052019,Garin Liman,Non-Displaced,12.25637235,11.1800805,6590,775,Marmari Gudugurka,NG036005010,NGA036005510,70504,Marmari Gudugurka,Gudugurka/Marmar  I,Fune,NG036005,Yobe,NG036,Nigeria,NG,Garin Liman,775,33672,0.023016156,5
602,id_4449,5,Fune,4449,3999,7378,VTS_Dataset_Extract_25052019,Jajereyel Sarkin Baka,Non-Displaced,11.83859719,11.5578485,71,8,Mashio,NG036005011,NGA036005511,70511,Mashio,Mashio,Fune,NG036005,Yobe,NG036,Nigeria,NG,Jajereyel Sarkin Baka,8,33672,0.000237586,5
603,id_45,15,Askira/Uba,45,38,18276,IOM_DTM_Returns_XXVI,RIMIRGO,Returnees,10.60113,13.0303,7640,959,Rumirgu Chul,NG008002002,NGA008002202,10210,Rumirgu Chul,Chul / Rumirgo,Askira/Uba,NG008002,Borno,NG008,Nigeria,NG,RIMIRGO,959,15893,0.060341031,15
604,id_4606,5,Fune,4606,4029,7408,VTS_Dataset_Extract_25052019,HA_68,Non-Displaced,11.5614259,11.6371187,75,9,Ngelzarma B,NG036005013,NGA036005513,70501,Ngelzarma B,Abakire / Ngenlshengele / Shamka,Fune,NG036005,Yobe,NG036,Nigeria,NG,HA_68,9,33672,0.000267284,5
605,id_4668,5,Fune,4668,4532,15023,VTS_Dataset_Extract_25052019,Dogon Jeji,Non-Displaced,11.41204458,11.49008674,343,40,Ngelzarma B,NG036005013,NGA036005513,70501,Ngelzarma B,Abakire / Ngenlshengele / Shamka,Fune,NG036005,Yobe,NG036,Nigeria,NG,Dogon Jeji,40,33672,0.001187931,5
606,id_4671,5,Fune,4671,4548,15039,VTS_Dataset_Extract_25052019,Ndoduwa,Non-Displaced,11.36197146,11.49616476,384,45,Ngelzarma B,NG036005013,NGA036005513,70501,Ngelzarma B,Abakire / Ngenlshengele / Shamka,Fune,NG036005,Yobe,NG036,Nigeria,NG,Ndoduwa,45,33672,0.001336422,5
607,id_4686,5,Fune,4686,4654,17101,VTS_Dataset_Extract_25052019,Ngelshangale,Non-Displaced,11.54967081,11.60582618,3085,363,Ngelzarma B,NG036005013,NGA036005513,70501,Ngelzarma B,Abakire / Ngenlshengele / Shamka,Fune,NG036005,Yobe,NG036,Nigeria,NG,Ngelshangale,363,33672,0.01078047,5
608,id_474,5,Bayo,474,377,14226,VTS_Dataset_Extract_25052019,Tobule,Non-Displaced,10.31258,11.75394,191,35,Wuyo,NG008004009,NGA008004409,10409,Wuyo,Wuyo,Bayo,NG008004,Borno,NG008,Nigeria,NG,Tobule,35,24813,0.001410551,5
609,id_4763,5,Ganye,4763,4900,7579,VTS_Dataset_Extract_25052019,HA_60,Non-Displaced,8.31801873,12.06397622,76,14,Gamu,NG002003002,NGA002003302,ADSGAN02,Gamu,Gamu,Ganye,NG002003,Adamawa,NG002,Nigeria,NG,HA_60,14,34908,0.000401054,5
610,id_4773,5,Ganye,4773,4951,7630,VTS_Dataset_Extract_25052019,Dagang,Non-Displaced,8.28550656,12.06721229,100,19,Gamu,NG002003002,NGA002003302,ADSGAN02,Gamu,Gamu,Ganye,NG002003,Adamawa,NG002,Nigeria,NG,Dagang,19,34908,0.000544288,5
611,id_4936,5,Ganye,4936,4881,7560,VTS_Dataset_Extract_25052019,Kashinyawo,Non-Displaced,8.49196,11.92547,71,14,Timdore,NG002003009,NGA002003309,ADSGAN09,Timdore,Timdore,Ganye,NG002003,Adamawa,NG002,Nigeria,NG,Kashinyawo,14,34908,0.000401054,5
612,id_4959,5,Ganye,4959,4773,4837,VTS_Dataset_Extract_25052019,HA_44,Non-Displaced,8.56404514,11.88320747,37,7,Yebbi,NG002003010,NGA002003310,ADSGAN10,Yebbi,Yebbi,Ganye,NG002003,Adamawa,NG002,Nigeria,NG,HA_44,7,34908,0.000200527,5
613,id_4968,5,Ganye,4968,4813,4877,VTS_Dataset_Extract_25052019,HA_37,Non-Displaced,8.55885417,11.92180556,47,9,Yebbi,NG002003010,NGA002003310,ADSGAN10,Yebbi,Yebbi,Ganye,NG002003,Adamawa,NG002,Nigeria,NG,HA_37,9,34908,0.000257821,5
614,id_498,5,Bayo,498,456,16518,VTS_Dataset_Extract_25052019,Kanawa Fulani,Non-Displaced,10.3253,11.75279,356,65,Wuyo,NG008004009,NGA008004409,10409,Wuyo,Wuyo,Bayo,NG008004,Borno,NG008,Nigeria,NG,Kanawa Fulani,65,24813,0.002619595,5
615,id_5007,5,Ganye,5007,5138,12722,VTS_Dataset_Extract_25052019,Pessingo,Non-Displaced,8.58673411,12.23931599,202,39,Bakari Goso,NG002003001,NGA002003301,ADSGAN01,Bakari Goso,Bakari Guso,Ganye,NG002003,Adamawa,NG002,Nigeria,NG,Pessingo,39,34908,0.001117222,5
616,id_5021,5,Ganye,5021,5284,17123,VTS_Dataset_Extract_25052019,Dirdiu Sabo,Non-Displaced,8.58834336,12.19747387,5476,1044,Bakari Goso,NG002003001,NGA002003301,ADSGAN01,Bakari Goso,Bakari Guso,Ganye,NG002003,Adamawa,NG002,Nigeria,NG,Dirdiu Sabo,1044,34908,0.029907185,5
617,id_5035,5,Ganye,5035,5130,12714,VTS_Dataset_Extract_25052019,Risku,Non-Displaced,8.25101106,12.13893231,193,37,Gamu,NG002003002,NGA002003302,ADSGAN02,Gamu,Gamu,Ganye,NG002003,Adamawa,NG002,Nigeria,NG,Risku,37,34908,0.001059929,5
618,id_5053,5,Ganye,5053,5265,15179,VTS_Dataset_Extract_25052019,Mallam Audu,Non-Displaced,8.29503,12.0613,605,115,Gamu,NG002003002,NGA002003302,ADSGAN02,Gamu,Gamu,Ganye,NG002003,Adamawa,NG002,Nigeria,NG,Mallam Audu,115,34908,0.003294374,5
619,id_5055,5,Ganye,5055,5268,15182,VTS_Dataset_Extract_25052019,Dabesi,Non-Displaced,8.25407532,12.08922414,655,125,Gamu,NG002003002,NGA002003302,ADSGAN02,Gamu,Gamu,Ganye,NG002003,Adamawa,NG002,Nigeria,NG,Dabesi,125,34908,0.003580841,5
620,id_5057,20,Ganye,5057,5288,17127,VTS_Dataset_Extract_25052019,Sabon Layi,Non-Displaced,8.44302334,12.04884645,22289,4250,Ganye 1,NG002003003,NGA002003303,ADSGAN03,Ganye 1,Ganye I,Ganye,NG002003,Adamawa,NG002,Nigeria,NG,Sabon Layi,4250,34908,0.121748596,20
621,id_506,10,Bayo,506,489,16551,VTS_Dataset_Extract_25052019,Dagum,Non-Displaced,10.32561,11.76442,690,125,Wuyo,NG008004009,NGA008004409,10409,Wuyo,Wuyo,Bayo,NG008004,Borno,NG008,Nigeria,NG,Dagum,125,24813,0.005037682,10
622,id_5074,15,Ganye,5074,5285,17124,VTS_Dataset_Extract_25052019,Wukari,Non-Displaced,8.45391397,12.05870108,11039,2105,Ganye 2,NG002003004,NGA002003304,ADSGAN04,Ganye 2,Ganye II,Ganye,NG002003,Adamawa,NG002,Nigeria,NG,Wukari,2105,34908,0.060301364,15
623,id_5099,5,Ganye,5099,5078,10264,VTS_Dataset_Extract_25052019,Gatene,Non-Displaced,8.43147,11.91855,161,31,Gurumpawo,NG002003005,NGA002003305,ADSGAN05,Gurumpawo,Gurum,Ganye,NG002003,Adamawa,NG002,Nigeria,NG,Gatene,31,34908,0.000888049,5
624,id_510,5,Bayo,510,499,17645,VTS_Dataset_Extract_25052019,Sakdiya Babayo,Non-Displaced,10.41946,11.78571,1138,207,Wuyo,NG008004009,NGA008004409,10409,Wuyo,Wuyo,Bayo,NG008004,Borno,NG008,Nigeria,NG,Sakdiya Babayo,207,24813,0.008342401,5
625,id_513,10,Bayo,513,508,17654,VTS_Dataset_Extract_25052019,Garin Hannau,Non-Displaced,10.4808,11.74429,1915,348,Wuyo,NG008004009,NGA008004409,10409,Wuyo,Wuyo,Bayo,NG008004,Borno,NG008,Nigeria,NG,Garin Hannau,348,24813,0.014024906,10
626,id_514,5,Bayo,514,510,17656,VTS_Dataset_Extract_25052019,Changilba Jauro,Non-Displaced,10.35112,11.70387,2060,375,Wuyo,NG008004009,NGA008004409,10409,Wuyo,Wuyo,Bayo,NG008004,Borno,NG008,Nigeria,NG,Changilba Jauro,375,24813,0.015113046,5
627,id_515,5,Bayo,515,519,17665,VTS_Dataset_Extract_25052019,Wuyo Town,Non-Displaced,10.38273,11.69457,3983,724,Wuyo,NG008004009,NGA008004409,10409,Wuyo,Wuyo,Bayo,NG008004,Borno,NG008,Nigeria,NG,Wuyo Town,724,24813,0.029178253,5
628,id_5202,5,Ganye,5202,5283,17122,VTS_Dataset_Extract_25052019,Sugu,Non-Displaced,8.37738,12.06855,4971,948,Sugu,NG002003008,NGA002003308,ADSGAN08,Sugu,Sugu,Ganye,NG002003,Adamawa,NG002,Nigeria,NG,Sugu,948,34908,0.027157099,5
629,id_521,5,Bayo,521,386,14235,VTS_Dataset_Extract_25052019,Zara 2,Non-Displaced,10.66520415,11.77489963,200,36,Zara,NG008004010,NGA008004410,10410,Zara,Zara,Bayo,NG008004,Borno,NG008,Nigeria,NG,Zara 2,36,24813,0.001450852,5
630,id_5217,5,Ganye,5217,5161,12745,VTS_Dataset_Extract_25052019,Sankuvan,Non-Displaced,8.49993914,11.95657929,219,42,Timdore,NG002003009,NGA002003309,ADSGAN09,Timdore,Timdore,Ganye,NG002003,Adamawa,NG002,Nigeria,NG,Sankuvan,42,34908,0.001203163,5
631,id_5237,5,Ganye,5237,5280,17119,VTS_Dataset_Extract_25052019,Nongvanb,Non-Displaced,8.46840513,11.96725756,3153,601,Timdore,NG002003009,NGA002003309,ADSGAN09,Timdore,Timdore,Ganye,NG002003,Adamawa,NG002,Nigeria,NG,Nongvanb,601,34908,0.017216684,5
632,id_5238,5,Ganye,5238,5281,17120,VTS_Dataset_Extract_25052019,Ganglaren,Non-Displaced,8.50327419,11.98008628,3423,653,Timdore,NG002003009,NGA002003309,ADSGAN09,Timdore,Timdore,Ganye,NG002003,Adamawa,NG002,Nigeria,NG,Ganglaren,653,34908,0.018706314,5
633,id_5239,5,Ganye,5239,5282,17121,VTS_Dataset_Extract_25052019,Gangkoen,Non-Displaced,8.44236,12.01548,3972,757,Timdore,NG002003009,NGA002003309,ADSGAN09,Timdore,Timdore,Ganye,NG002003,Adamawa,NG002,Nigeria,NG,Gangkoen,757,34908,0.021685574,5
634,id_5260,5,Ganye,5260,5084,10270,VTS_Dataset_Extract_25052019,HA_49,Non-Displaced,8.57232639,11.88691841,163,31,Yebbi,NG002003010,NGA002003310,ADSGAN10,Yebbi,Yebbi,Ganye,NG002003,Adamawa,NG002,Nigeria,NG,HA_49,31,34908,0.000888049,5
635,id_5289,5,Ganye,5289,5221,15135,VTS_Dataset_Extract_25052019,HA_50,Non-Displaced,8.57332488,11.86398273,316,60,Yebbi,NG002003010,NGA002003310,ADSGAN10,Yebbi,Yebbi,Ganye,NG002003,Adamawa,NG002,Nigeria,NG,HA_50,60,34908,0.001718804,5
636,id_5291,5,Ganye,5291,5228,15142,VTS_Dataset_Extract_25052019,Sabon Gari,Non-Displaced,8.55881,11.94694,344,66,Yebbi,NG002003010,NGA002003310,ADSGAN10,Yebbi,Yebbi,Ganye,NG002003,Adamawa,NG002,Nigeria,NG,Sabon Gari,66,34908,0.001890684,5
637,id_5300,5,Ganye,5300,5263,15177,VTS_Dataset_Extract_25052019,Gangyeun,Non-Displaced,8.55964,11.85587,583,111,Yebbi,NG002003010,NGA002003310,ADSGAN10,Yebbi,Yebbi,Ganye,NG002003,Adamawa,NG002,Nigeria,NG,Gangyeun,111,34908,0.003179787,5
638,id_5343,5,Girei,5343,5690,17140,VTS_Dataset_Extract_25052019,Ankaji,Non-Displaced,9.37364737,12.41026349,1078,191,Dakri,NG002005001,NGA002005501,ADSGRE01,Dakri,Dakri,Girei,NG002005,Adamawa,NG002,Nigeria,NG,Ankaji,191,37920,0.00503692,5
639,id_5357,10,Girei,5357,5705,17155,VTS_Dataset_Extract_25052019,Garin Liman,Non-Displaced,9.31085034,12.47108519,22701,4024,Damare,NG002005002,NGA002005502,ADSGRE02,Damare,Damare,Girei,NG002005,Adamawa,NG002,Nigeria,NG,Garin Liman,4024,37920,0.106118143,10
640,id_5408,5,Girei,5408,5617,12905,VTS_Dataset_Extract_25052019,Kwayine Village,Non-Displaced,9.39833591,12.36426032,211,37,Gereng,NG002005003,NGA002005503,ADSGRE03,Gereng,Gereng,Girei,NG002005,Adamawa,NG002,Nigeria,NG,Kwayine Village,37,37920,0.000975738,5
641,id_5444,5,Girei,5444,5700,17150,VTS_Dataset_Extract_25052019,Tondire,Non-Displaced,9.36370769,12.54215043,6339,1124,Girei 1,NG002005004,NGA002005504,ADSGRE04,Girei 1,Girei I,Girei,NG002005,Adamawa,NG002,Nigeria,NG,Tondire,1124,37920,0.02964135,5
642,id_5445,10,Girei,5445,5702,17152,VTS_Dataset_Extract_25052019,Girei 1,Non-Displaced,9.34943595,12.51229073,10001,1773,Girei 1,NG002005004,NGA002005504,ADSGRE04,Girei 1,Girei I,Girei,NG002005,Adamawa,NG002,Nigeria,NG,Girei 1,1773,37920,0.046756329,10
643,id_5446,30,Girei,5446,5704,17154,VTS_Dataset_Extract_25052019,Girei 2,Non-Displaced,9.33881417,12.51130153,15728,2788,Girei 1,NG002005004,NGA002005504,ADSGRE04,Girei 1,Girei I,Girei,NG002005,Adamawa,NG002,Nigeria,NG,Girei 2,2788,37920,0.073523207,30
644,id_5491,5,Girei,5491,5680,15287,VTS_Dataset_Extract_25052019,Wuro Hanazuwa,Non-Displaced,9.37387962,12.57440766,577,102,Girei 2,NG002005005,NGA002005505,ADSGRE05,Girei 2,Girei II,Girei,NG002005,Adamawa,NG002,Nigeria,NG,Wuro Hanazuwa,102,37920,0.002689873,5
645,id_5492,10,Girei,5492,5703,17153,VTS_Dataset_Extract_25052019,Garin Liman,Non-Displaced,9.36611813,12.54956837,15561,2758,Girei 2,NG002005005,NGA002005505,ADSGRE05,Girei 2,Girei II,Girei,NG002005,Adamawa,NG002,Nigeria,NG,Garin Liman,2758,37920,0.072732068,10
646,id_5526,5,Girei,5526,5565,10415,VTS_Dataset_Extract_25052019,Kaftarare,Non-Displaced,9.49651374,12.46650091,155,27,Jera Bakari,NG002005006,NGA002005506,ADSGRE06,Jera Bakari,Jera Bakari,Girei,NG002005,Adamawa,NG002,Nigeria,NG,Kaftarare,27,37920,0.000712025,5
647,id_5572,5,Girei,5572,5597,12885,VTS_Dataset_Extract_25052019,Gadamayo,Non-Displaced,9.53685284,12.42955125,186,33,Jera Bonyo,NG002005007,NGA002005507,ADSGRE07,Jera Bonyo,Jera Bonyo,Girei,NG002005,Adamawa,NG002,Nigeria,NG,Gadamayo,33,37920,0.000870253,5
648,id_558,5,Biu,558,738,17694,VTS_Dataset_Extract_25052019,Bcg Wakama,Non-Displaced,10.61399,12.12609,3508,538,Dugja,NG008005003,NGA008005503,10502,Dugja,Dugja,Biu,NG008005,Borno,NG008,Nigeria,NG,Bcg Wakama,538,40893,0.013156286,5
649,id_559,5,Biu,559,742,17698,VTS_Dataset_Extract_25052019,Tabra Tsahuyam,Non-Displaced,10.62514,12.15902,4255,653,Dugja,NG008005003,NGA008005503,10502,Dugja,Dugja,Biu,NG008005,Borno,NG008,Nigeria,NG,Tabra Tsahuyam,653,40893,0.015968503,5
650,id_5599,5,Girei,5599,5622,12910,VTS_Dataset_Extract_25052019,Runde,Non-Displaced,9.24573534,12.55110448,219,39,Modire,NG002005008,NGA002005508,ADSGRE08,Modire,Modire/ Vinikilang,Girei,NG002005,Adamawa,NG002,Nigeria,NG,Runde,39,37920,0.001028481,5
651,id_560,10,Biu,560,755,17711,VTS_Dataset_Extract_25052019,Diza,Non-Displaced,10.62300268,12.1797818,35258,5410,Dugja,NG008005003,NGA008005503,10502,Dugja,Dugja,Biu,NG008005,Borno,NG008,Nigeria,NG,Diza,5410,40893,0.132296481,10
652,id_5602,20,Girei,5602,5706,17156,VTS_Dataset_Extract_25052019,Garin Liman,Non-Displaced,9.29885535,12.48730806,31659,5612,Modire,NG002005008,NGA002005508,ADSGRE08,Modire,Modire/ Vinikilang,Girei,NG002005,Adamawa,NG002,Nigeria,NG,Garin Liman,5612,37920,0.147995781,20
653,id_5643,5,Girei,5643,5693,17143,VTS_Dataset_Extract_25052019,Bankari Nasarawo,Non-Displaced,9.54328918,12.35466194,1416,251,Tambo,NG002005009,NGA002005509,ADSGRE09,Tambo,Tambo,Girei,NG002005,Adamawa,NG002,Nigeria,NG,Bankari Nasarawo,251,37920,0.006619198,5
654,id_5644,5,Girei,5644,5695,17145,VTS_Dataset_Extract_25052019,Garin Liman,Non-Displaced,9.53795139,12.38465278,1940,344,Tambo,NG002005009,NGA002005509,ADSGRE09,Tambo,Tambo,Girei,NG002005,Adamawa,NG002,Nigeria,NG,Garin Liman,344,37920,0.00907173,5
655,id_570,5,Biu,570,757,18620,IOM_DTM_Site_XXVI,"ZONAL EDUCATION CENTER CAMP, BIU",IDP,10.61545,12.18285,1262,271,Galdimari,NG008005006,NGA008005506,10503,Galdimari,Kenken,Biu,NG008005,Borno,NG008,Nigeria,NG,"ZONAL EDUCATION CENTER CAMP, BIU",271,40893,0.006627051,5
656,id_5703,5,Girei,5703,5531,10381,VTS_Dataset_Extract_25052019,HA_23,Non-Displaced,9.60094657,12.64174768,135,24,Wuro Dole,NG002005010,NGA002005510,ADSGRE10,Wuro Dole,Wuro Dole,Girei,NG002005,Adamawa,NG002,Nigeria,NG,HA_23,24,37920,0.000632911,5
657,id_5728,5,Girei,5728,5644,15251,VTS_Dataset_Extract_25052019,Wuro Mokawu,Non-Displaced,9.48788,12.56019,315,56,Wuro Dole,NG002005010,NGA002005510,ADSGRE10,Wuro Dole,Wuro Dole,Girei,NG002005,Adamawa,NG002,Nigeria,NG,Wuro Mokawu,56,37920,0.001476793,5
658,id_5731,5,Girei,5731,5649,15256,VTS_Dataset_Extract_25052019,Korka'e Jabbi Lamba,Non-Displaced,9.47879,12.56564,337,60,Wuro Dole,NG002005010,NGA002005510,ADSGRE10,Wuro Dole,Wuro Dole,Girei,NG002005,Adamawa,NG002,Nigeria,NG,Korka'e Jabbi Lamba,60,37920,0.001582278,5
659,id_5739,5,Girei,5739,5701,17151,VTS_Dataset_Extract_25052019,Garin Liman,Non-Displaced,9.50085667,12.57686427,8166,1447,Wuro Dole,NG002005010,NGA002005510,ADSGRE10,Wuro Dole,Wuro Dole,Girei,NG002005,Adamawa,NG002,Nigeria,NG,Garin Liman,1447,37920,0.038159283,5
660,id_5791,5,Gombi,5791,6020,12826,VTS_Dataset_Extract_25052019,Kwaltham,Non-Displaced,10.12108,12.34286,207,37,Boga,NG002004001,NGA002004401,ADSGMB01,Boga,Boga/ Dingai,Gombi,NG002004,Adamawa,NG002,Nigeria,NG,Kwaltham,37,31606,0.001170664,5
661,id_5820,5,Gombi,5820,5803,4950,VTS_Dataset_Extract_25052019,Bondi,Non-Displaced,10.05074903,12.32125649,42,8,Duwa,NG002004002,NGA002004402,ADSGMB02,Duwa,Duwa,Gombi,NG002004,Adamawa,NG002,Nigeria,NG,Bondi,8,31606,0.000253116,5
662,id_5871,5,Gombi,5871,6143,17969,IOM_DTM_Returns_XXVI,YANG 2,Returnees,10.05526,12.28853,605,52,Duwa,NG002004002,NGA002004402,ADSGMB02,Duwa,Duwa,Gombi,NG002004,Adamawa,NG002,Nigeria,NG,YANG 2,52,31606,0.001645257,5
663,id_59,15,Bade,59,139,16918,VTS_Dataset_Extract_25052019,Dagona,Non-Displaced,12.84722442,10.7627341,9018,994,Dagona,NG036001001,NGA036001101,70101,Dagona,Dagona,Bade,NG036001,Yobe,NG036,Nigeria,NG,Dagona,994,19420,0.051184346,15
664,id_5909,5,Gombi,5909,5931,10290,VTS_Dataset_Extract_25052019,Thlambra I,Non-Displaced,10.06834645,12.53649131,125,23,Gaanda,NG002004003,NGA002004403,ADSGMB03,Gaanda,Ga'Anda,Gombi,NG002004,Adamawa,NG002,Nigeria,NG,Thlambra I,23,31606,0.00072771,5
665,id_5943,5,Gombi,5943,6066,15200,VTS_Dataset_Extract_25052019,Gildanbara Nana,Non-Displaced,10.0782,12.57728,310,56,Gaanda,NG002004003,NGA002004403,ADSGMB03,Gaanda,Ga'Anda,Gombi,NG002004,Adamawa,NG002,Nigeria,NG,Gildanbara Nana,56,31606,0.001771815,5
666,id_5954,5,Gombi,5954,6126,17936,IOM_DTM_Returns_XXVI,GUDUBAN 2,Returnees,10.14791,12.43447,1673,196,Gaanda,NG002004003,NGA002004403,ADSGMB03,Gaanda,Ga'Anda,Gombi,NG002004,Adamawa,NG002,Nigeria,NG,GUDUBAN 2,196,31606,0.006201354,5
667,id_5969,55,Gombi,5969,6113,17136,VTS_Dataset_Extract_25052019,Gombi North,Non-Displaced,10.17342247,12.73631489,47277,8514,Gombi North,NG002004006,NGA002004406,ADSGMB06,Gombi North,Gombi North,Gombi,NG002004,Adamawa,NG002,Nigeria,NG,Gombi North,8514,31606,0.269379232,55
668,id_5972,5,Gombi,5972,6129,17948,IOM_DTM_Returns_XXVI,ANG-HUJI,Returnees,10.17109,12.73212,638,85,Gombi North,NG002004006,NGA002004406,ADSGMB06,Gombi North,Gombi North,Gombi,NG002004,Adamawa,NG002,Nigeria,NG,ANG-HUJI,85,31606,0.002689363,5
669,id_5974,5,Gombi,5974,6131,17950,IOM_DTM_Returns_XXVI,TASHAN MARGUI,Returnees,10.17345,12.73519,1194,151,Gombi North,NG002004006,NGA002004406,ADSGMB06,Gombi North,Gombi North,Gombi,NG002004,Adamawa,NG002,Nigeria,NG,TASHAN MARGUI,151,31606,0.004777574,5
670,id_5994,40,Gombi,5994,6112,17135,VTS_Dataset_Extract_25052019,Gombi South,Non-Displaced,10.15682953,12.74186211,31731,5714,Gombi South,NG002004007,NGA002004407,ADSGMB07,Gombi South,Gombi South,Gombi,NG002004,Adamawa,NG002,Nigeria,NG,Gombi South,5714,31606,0.180788458,40
671,id_6001,5,Gombi,6001,6152,18984,IOM_DTM_Location_XXVI,KWARWA,IDP,10.14286,12.73524,372,50,Gombi South,NG002004007,NGA002004407,ADSGMB07,Gombi South,Gombi South,Gombi,NG002004,Adamawa,NG002,Nigeria,NG,KWARWA,50,31606,0.001581978,5
672,id_6047,5,Gombi,6047,6086,15220,VTS_Dataset_Extract_25052019,Tela Bala,Non-Displaced,10.3201407,12.67596748,405,73,Guyaku,NG002004008,NGA002004408,ADSGMB08,Guyaku,Guyaku,Gombi,NG002004,Adamawa,NG002,Nigeria,NG,Tela Bala,73,31606,0.002309688,5
673,id_61,5,Bade,61,145,20594,IOM_DTM_Location_XXVI,DAGONA,IDP,12.84459,10.76196,316,50,Dagona,NG036001001,NGA036001101,70101,Dagona,Dagona,Bade,NG036001,Yobe,NG036,Nigeria,NG,DAGONA,50,19420,0.002574665,5
674,id_6139,5,Gombi,6139,6096,15230,VTS_Dataset_Extract_25052019,Kwanan Kura,Non-Displaced,10.082323,12.673471,486,88,Tawa,NG002004009,NGA002004409,ADSGMB09,Tawa,Tawa,Gombi,NG002004,Adamawa,NG002,Nigeria,NG,Kwanan Kura,88,31606,0.002784281,5
675,id_6142,5,Gombi,6142,6111,17134,VTS_Dataset_Extract_25052019,Musalala,Non-Displaced,10.12145928,12.70442953,7492,1349,Tawa,NG002004009,NGA002004409,ADSGMB09,Tawa,Tawa,Gombi,NG002004,Adamawa,NG002,Nigeria,NG,Musalala,1349,31606,0.042681769,5
676,id_6145,5,Gombi,6145,6138,17963,IOM_DTM_Returns_XXVI,NGALGA,Returnees,10.07143,12.67503,1331,163,Tawa,NG002004009,NGA002004409,ADSGMB09,Tawa,Tawa,Gombi,NG002004,Adamawa,NG002,Nigeria,NG,NGALGA,163,31606,0.005157249,5
677,id_6160,5,Gubio,6160,6162,14328,VTS_Dataset_Extract_25052019,Bulakaraye,Non-Displaced,12.48838,12.78237,207,34,Gubio 1,NG008009006,NGA008009906,10904,Gubio 1,Gubio Town  I,Gubio,NG008009,Borno,NG008,Nigeria,NG,Bulakaraye,34,6288,0.005407125,5
678,id_6162,5,Gubio,6162,6167,18396,IOM_DTM_Returns_XXVI,ALKALERI,Returnees,12.49683,12.78338,1728,345,Gubio 1,NG008009006,NGA008009906,10904,Gubio 1,Gubio Town  I,Gubio,NG008009,Borno,NG008,Nigeria,NG,ALKALERI,345,6288,0.054866412,5
679,id_6163,25,Gubio,6163,6168,18398,IOM_DTM_Returns_XXVI,MALLAM SURI,Returnees,12.4923,12.78682,4725,945,Gubio 1,NG008009006,NGA008009906,10904,Gubio 1,Gubio Town  I,Gubio,NG008009,Borno,NG008,Nigeria,NG,MALLAM SURI,945,6288,0.15028626,25
680,id_6164,10,Gubio,6164,6169,18399,IOM_DTM_Returns_XXVI,BULAKARAYE,Returnees,12.48887,12.78136,1664,375,Gubio 1,NG008009006,NGA008009906,10904,Gubio 1,Gubio Town  I,Gubio,NG008009,Borno,NG008,Nigeria,NG,BULAKARAYE,375,6288,0.059637405,10
681,id_6165,5,Gubio,6165,6172,19836,IOM_DTM_Location_XXVI,BUSAMIRI,IDP,12.49679,12.7801,593,107,Gubio 1,NG008009006,NGA008009906,10904,Gubio 1,Gubio Town  I,Gubio,NG008009,Borno,NG008,Nigeria,NG,BUSAMIRI,107,6288,0.017016539,5
682,id_6166,10,Gubio,6166,6173,19837,IOM_DTM_Location_XXVI,ALKALERI,IDP,12.49633,12.78258,903,166,Gubio 1,NG008009006,NGA008009906,10904,Gubio 1,Gubio Town  I,Gubio,NG008009,Borno,NG008,Nigeria,NG,ALKALERI,166,6288,0.026399491,10
683,id_6167,5,Gubio,6167,6174,19838,IOM_DTM_Location_XXVI,AJARI,IDP,12.48382,12.78382,537,101,Gubio 1,NG008009006,NGA008009906,10904,Gubio 1,Gubio Town  I,Gubio,NG008009,Borno,NG008,Nigeria,NG,AJARI,101,6288,0.016062341,5
684,id_6172,35,Gubio,6172,6165,17726,VTS_Dataset_Extract_25052019,Lawanti,Non-Displaced,12.49997189,12.78054097,5978,978,Gubio 2,NG008009007,NGA008009907,10905,Gubio 2,Gubio Town II,Gubio,NG008009,Borno,NG008,Nigeria,NG,Lawanti,978,6288,0.155534351,35
685,id_6173,15,Gubio,6173,6166,18395,IOM_DTM_Returns_XXVI,AJARI,Returnees,12.49868,12.7835,2445,489,Gubio 2,NG008009007,NGA008009907,10905,Gubio 2,Gubio Town II,Gubio,NG008009,Borno,NG008,Nigeria,NG,AJARI,489,6288,0.077767176,15
686,id_6174,15,Gubio,6174,6170,18400,IOM_DTM_Returns_XXVI,GONERI,Returnees,12.49997,12.78378,5249,996,Gubio 2,NG008009007,NGA008009907,10905,Gubio 2,Gubio Town II,Gubio,NG008009,Borno,NG008,Nigeria,NG,GONERI,996,6288,0.158396947,15
